date,state,manufacturer,vehicle_type,vehicle_category,sales_amount,price_range,battery_capacity,charging_time,market_share
2023-09-01,Arizona,Chevrolet,Electric,SUV,593,40000-50000,65,30.0,0.03
2023-09-01,Arizona,Audi,Electric,SUV,395,65000-75000,95,40.0,0.02
2023-09-01,Arizona,Rivian,Electric,Truck,395,70000-80000,135,50.0,0.02
2023-09-01,Arizona,Mercedes,Electric,Sedan,197,75000-85000,90,35.0,0.01
2023-10-01,California,Tesla,Electric,Sedan,25465,75000-85000,75,45.0,0.28
2023-10-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-10-01,California,BYD,Electric,Sedan,13649,45000-55000,60,35.0,0.15
2023-10-01,California,Nissan,Electric,Hatchback,9167,35000-45000,40,25.0,0.1
2023-10-01,California,Ford,Electric,Truck,6519,55000-65000,98,40.0,0.07
2023-10-01,California,Volkswagen,Electric,SUV,5704,45000-55000,77,35.0,0.06
2023-10-01,California,Hyundai,Electric,SUV,4889,40000-50000,64,30.0,0.05
2023-10-01,California,Kia,Electric,SUV,4278,38000-48000,64,30.0,0.05
2023-10-01,California,Audi,Electric,SUV,3667,65000-75000,95,40.0,0.04
2023-10-01,California,Mercedes,Electric,Sedan,3055,75000-85000,90,35.0,0.03
2023-10-01,New York,Tesla,Electric,Sedan,18131,75000-85000,75,45.0,0.25
2023-10-01,New York,Ford,Electric,Truck,4278,55000-65000,98,40.0,0.06
2023-10-01,New York,Nissan,Electric,Hatchback,3667,35000-45000,40,25.0,0.05
2023-10-01,New York,Hyundai,Electric,SUV,3259,40000-50000,64,30.0,0.04
2023-10-01,New York,BYD,Electric,Sedan,2852,45000-55000,60,35.0,0.04
2023-10-01,New York,Volkswagen,Electric,SUV,2444,45000-55000,77,35.0,0.03
2023-10-01,New York,Kia,Electric,SUV,2240,38000-48000,64,30.0,0.03
2023-10-01,New York,Audi,Electric,SUV,1833,65000-75000,95,40.0,0.03
2023-10-01,New York,Mercedes,Electric,Sedan,1629,75000-85000,90,35.0,0.02
2023-10-01,New York,Rivian,Electric,Truck,1426,70000-80000,135,50.0,0.02
2023-10-01,Texas,Tesla,Electric,SUV,13649,85000-95000,100,60.0,0.22
2023-10-01,Texas,Ford,Electric,Truck,6926,55000-65000,98,40.0,0.11
2023-10-01,Texas,BYD,Electric,Sedan,4685,45000-55000,60,35.0,0.08
2023-10-01,Texas,Nissan,Electric,Hatchback,3667,35000-45000,40,25.0,0.06
2023-10-01,Texas,Hyundai,Electric,SUV,3259,40000-50000,64,30.0,0.05
2023-10-01,Texas,Volkswagen,Electric,SUV,2852,45000-55000,77,35.0,0.05
2023-10-01,Texas,Kia,Electric,SUV,2444,38000-48000,64,30.0,0.04
2023-10-01,Texas,Rivian,Electric,Truck,2240,70000-80000,135,50.0,0.04
2023-10-01,Texas,Chevrolet,Electric,SUV,1833,40000-50000,65,30.0,0.03
2023-10-01,Texas,Audi,Electric,SUV,1629,65000-75000,95,40.0,0.03
2023-10-01,Florida,Tesla,Electric,Sedan,11408,75000-85000,75,45.0,0.24
2023-10-01,Florida,BYD,Electric,Sedan,5704,45000-55000,60,35.0,0.12
2023-10-01,Florida,Nissan,Electric,Hatchback,3870,35000-45000,40,25.0,0.08
2023-10-01,Florida,Ford,Electric,Truck,2852,55000-65000,98,40.0,0.06
2023-10-01,Florida,Hyundai,Electric,SUV,2444,40000-50000,64,30.0,0.05
2023-10-01,Florida,Volkswagen,Electric,SUV,2037,45000-55000,77,35.0,0.04
2023-10-01,Florida,Kia,Electric,SUV,1833,38000-48000,64,30.0,0.04
2023-10-01,Florida,Chevrolet,Electric,SUV,1426,40000-50000,65,30.0,0.03
2023-10-01,Florida,Audi,Electric,SUV,1222,65000-75000,95,40.0,0.03
2023-10-01,Florida,Mercedes,Electric,Sedan,1018,75000-85000,90,35.0,0.02
2023-10-01,Washington,Tesla,Electric,SUV,6926,85000-95000,100,60.0,0.26
2023-10-01,Washington,BYD,Electric,Sedan,3463,45000-55000,60,35.0,0.13
2023-10-01,Washington,Nissan,Electric,Hatchback,2240,35000-45000,40,25.0,0.08
2023-10-01,Washington,Hyundai,Electric,SUV,1833,40000-50000,64,30.0,0.07
2023-10-01,Washington,Volkswagen,Electric,SUV,1629,45000-55000,77,35.0,0.06
2023-10-01,Washington,Ford,Electric,Truck,1426,55000-65000,98,40.0,0.05
2023-10-01,Washington,Kia,Electric,SUV,1222,38000-48000,64,30.0,0.05
2023-10-01,Washington,Audi,Electric,SUV,1018,65000-75000,95,40.0,0.04
2023-10-01,Washington,Chevrolet,Electric,SUV,814,40000-50000,65,30.0,0.03
2023-10-01,Washington,Rivian,Electric,Truck,611,70000-80000,135,50.0,0.02
2023-10-01,Washington,Mercedes,Electric,Sedan,407,75000-85000,90,35.0,0.02
2023-10-01,Arizona,Tesla,Electric,Sedan,5704,75000-85000,75,45.0,0.25
2023-10-01,Arizona,BYD,Electric,Sedan,2852,45000-55000,60,35.0,0.12
2023-10-01,Arizona,Nissan,Electric,Hatchback,1833,35000-45000,40,25.0,0.08
2023-10-01,Arizona,Hyundai,Electric,SUV,1426,40000-50000,64,30.0,0.06
2023-10-01,Arizona,Ford,Electric,Truck,1222,55000-65000,98,40.0,0.05
2023-10-01,Arizona,Volkswagen,Electric,SUV,1018,45000-55000,77,35.0,0.04
2023-10-01,Arizona,Kia,Electric,SUV,814,38000-48000,64,30.0,0.04
2023-10-01,Arizona,Chevrolet,Electric,SUV,611,40000-50000,65,30.0,0.03
2023-10-01,Arizona,Audi,Electric,SUV,407,65000-75000,95,40.0,0.02
2023-10-01,Arizona,Rivian,Electric,Truck,407,70000-80000,135,50.0,0.02
2023-10-01,Arizona,Mercedes,Electric,Sedan,203,75000-85000,90,35.0,0.01
2023-11-01,California,Tesla,Electric,Sedan,26160,75000-85000,75,45.0,0.28
2023-11-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-11-01,California,BYD,Electric,Sedan,14022,45000-55000,60,35.0,0.15
2023-11-01,California,Nissan,Electric,Hatchback,9417,35000-45000,40,25.0,0.1
2023-11-01,California,Ford,Electric,Truck,6697,55000-65000,98,40.0,0.07
2023-11-01,California,Volkswagen,Electric,SUV,5859,45000-55000,77,35.0,0.06
2023-11-01,California,Hyundai,Electric,SUV,5022,40000-50000,64,30.0,0.05
2023-11-01,California,Kia,Electric,SUV,4394,38000-48000,64,30.0,0.05
2023-11-01,California,Audi,Electric,SUV,3767,65000-75000,95,40.0,0.04
2023-11-01,California,Mercedes,Electric,Sedan,3139,75000-85000,90,35.0,0.03
2023-11-01,New York,Tesla,Electric,Sedan,18626,75000-85000,75,45.0,0.25
2023-11-01,New York,Ford,Electric,Truck,4394,55000-65000,98,40.0,0.06
2023-11-01,New York,Nissan,Electric,Hatchback,3767,35000-45000,40,25.0,0.05
2023-11-01,New York,Hyundai,Electric,SUV,3348,40000-50000,64,30.0,0.04
2023-11-01,New York,BYD,Electric,Sedan,2929,45000-55000,60,35.0,0.04
2023-11-01,New York,Volkswagen,Electric,SUV,2511,45000-55000,77,35.0,0.03
2023-11-01,New York,Kia,Electric,SUV,2302,38000-48000,64,30.0,0.03
2023-11-01,New York,Audi,Electric,SUV,1883,65000-75000,95,40.0,0.03
2023-11-01,New York,Mercedes,Electric,Sedan,1674,75000-85000,90,35.0,0.02
2023-11-01,New York,Rivian,Electric,Truck,1464,70000-80000,135,50.0,0.02
2023-11-01,Texas,Tesla,Electric,SUV,14022,85000-95000,100,60.0,0.22
2023-11-01,Texas,Ford,Electric,Truck,7115,55000-65000,98,40.0,0.11
2023-11-01,Texas,BYD,Electric,Sedan,4813,45000-55000,60,35.0,0.08
2023-11-01,Texas,Nissan,Electric,Hatchback,3767,35000-45000,40,25.0,0.06
2023-11-01,Texas,Hyundai,Electric,SUV,3348,40000-50000,64,30.0,0.05
2023-11-01,Texas,Volkswagen,Electric,SUV,2929,45000-55000,77,35.0,0.05
2023-11-01,Texas,Kia,Electric,SUV,2511,38000-48000,64,30.0,0.04
2023-11-01,Texas,Rivian,Electric,Truck,2302,70000-80000,135,50.0,0.04
2023-11-01,Texas,Chevrolet,Electric,SUV,1883,40000-50000,65,30.0,0.03
2023-11-01,Texas,Audi,Electric,SUV,1674,65000-75000,95,40.0,0.03
2023-11-01,Florida,Tesla,Electric,Sedan,11719,75000-85000,75,45.0,0.24
2023-11-01,Florida,BYD,Electric,Sedan,5859,45000-55000,60,35.0,0.12
2023-11-01,Florida,Nissan,Electric,Hatchback,3976,35000-45000,40,25.0,0.08
2023-11-01,Florida,Ford,Electric,Truck,2929,55000-65000,98,40.0,0.06
2023-11-01,Florida,Hyundai,Electric,SUV,2511,40000-50000,64,30.0,0.05
2023-11-01,Florida,Volkswagen,Electric,SUV,2092,45000-55000,77,35.0,0.04
2023-11-01,Florida,Kia,Electric,SUV,1883,38000-48000,64,30.0,0.04
2023-11-01,Florida,Chevrolet,Electric,SUV,1464,40000-50000,65,30.0,0.03
2023-11-01,Florida,Audi,Electric,SUV,1255,65000-75000,95,40.0,0.03
2023-11-01,Florida,Mercedes,Electric,Sedan,1046,75000-85000,90,35.0,0.02
2023-11-01,Washington,Tesla,Electric,SUV,7115,85000-95000,100,60.0,0.26
2023-11-01,Washington,BYD,Electric,Sedan,3557,45000-55000,60,35.0,0.13
2023-11-01,Washington,Nissan,Electric,Hatchback,2302,35000-45000,40,25.0,0.08
2023-11-01,Washington,Hyundai,Electric,SUV,1883,40000-50000,64,30.0,0.07
2023-11-01,Washington,Volkswagen,Electric,SUV,1674,45000-55000,77,35.0,0.06
2023-11-01,Washington,Ford,Electric,Truck,1464,55000-65000,98,40.0,0.05
2023-11-01,Washington,Kia,Electric,SUV,1255,38000-48000,64,30.0,0.05
2023-11-01,Washington,Audi,Electric,SUV,1046,65000-75000,95,40.0,0.04
2023-11-01,Washington,Chevrolet,Electric,SUV,837,40000-50000,65,30.0,0.03
2023-11-01,Washington,Rivian,Electric,Truck,627,70000-80000,135,50.0,0.02
2023-11-01,Washington,Mercedes,Electric,Sedan,418,75000-85000,90,35.0,0.02
2023-11-01,Arizona,Tesla,Electric,Sedan,5859,75000-85000,75,45.0,0.25
2023-11-01,Arizona,BYD,Electric,Sedan,2929,45000-55000,60,35.0,0.12
2023-11-01,Arizona,Nissan,Electric,Hatchback,1883,35000-45000,40,25.0,0.08
2023-11-01,Arizona,Hyundai,Electric,SUV,1464,40000-50000,64,30.0,0.06
2023-11-01,Arizona,Ford,Electric,Truck,1255,55000-65000,98,40.0,0.05
2023-11-01,Arizona,Volkswagen,Electric,SUV,1046,45000-55000,77,35.0,0.04
2023-11-01,Arizona,Kia,Electric,SUV,837,38000-48000,64,30.0,0.04
2023-11-01,Arizona,Chevrolet,Electric,SUV,627,40000-50000,65,30.0,0.03
2023-11-01,Arizona,Audi,Electric,SUV,418,65000-75000,95,40.0,0.02
2023-11-01,Arizona,Rivian,Electric,Truck,418,70000-80000,135,50.0,0.02
2023-11-01,Arizona,Mercedes,Electric,Sedan,209,75000-85000,90,35.0,0.01
2023-12-01,California,Tesla,Electric,Sedan,26761,75000-85000,75,45.0,0.28
2023-12-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-12-01,California,BYD,Electric,Sedan,14344,45000-55000,60,35.0,0.15
2023-12-01,California,Nissan,Electric,Hatchback,9634,35000-45000,40,25.0,0.1
2023-12-01,California,Ford,Electric,Truck,6850,55000-65000,98,40.0,0.07
2023-12-01,California,Volkswagen,Electric,SUV,5994,45000-55000,77,35.0,0.06
2023-12-01,California,Hyundai,Electric,SUV,5138,40000-50000,64,30.0,0.05
2023-12-01,California,Kia,Electric,SUV,4495,38000-48000,64,30.0,0.05
2023-12-01,California,Audi,Electric,SUV,3853,65000-75000,95,40.0,0.04
2023-12-01,California,Mercedes,Electric,Sedan,3211,75000-85000,90,35.0,0.03
2023-12-01,New York,Tesla,Electric,Sedan,19054,75000-85000,75,45.0,0.25
2023-12-01,New York,Ford,Electric,Truck,4495,55000-65000,98,40.0,0.06
2023-12-01,New York,Nissan,Electric,Hatchback,3853,35000-45000,40,25.0,0.05
2023-12-01,New York,Hyundai,Electric,SUV,3425,40000-50000,64,30.0,0.04
2023-12-01,New York,BYD,Electric,Sedan,2997,45000-55000,60,35.0,0.04
2023-12-01,New York,Volkswagen,Electric,SUV,2569,45000-55000,77,35.0,0.03
2023-12-01,New York,Kia,Electric,SUV,2355,38000-48000,64,30.0,0.03
2023-12-01,New York,Audi,Electric,SUV,1926,65000-75000,95,40.0,0.03
2023-12-01,New York,Mercedes,Electric,Sedan,1712,75000-85000,90,35.0,0.02
2023-12-01,New York,Rivian,Electric,Truck,1498,70000-80000,135,50.0,0.02
2023-12-01,Texas,Tesla,Electric,SUV,14344,85000-95000,100,60.0,0.22
2023-12-01,Texas,Ford,Electric,Truck,7279,55000-65000,98,40.0,0.11
2023-12-01,Texas,BYD,Electric,Sedan,4924,45000-55000,60,35.0,0.08
2023-12-01,Texas,Nissan,Electric,Hatchback,3853,35000-45000,40,25.0,0.06
2023-12-01,Texas,Hyundai,Electric,SUV,3425,40000-50000,64,30.0,0.05
2023-12-01,Texas,Volkswagen,Electric,SUV,2997,45000-55000,77,35.0,0.05
2023-12-01,Texas,Kia,Electric,SUV,2569,38000-48000,64,30.0,0.04
2023-12-01,Texas,Rivian,Electric,Truck,2355,70000-80000,135,50.0,0.04
2023-12-01,Texas,Chevrolet,Electric,SUV,1926,40000-50000,65,30.0,0.03
2023-12-01,Texas,Audi,Electric,SUV,1712,65000-75000,95,40.0,0.03
2023-12-01,Florida,Tesla,Electric,Sedan,11989,75000-85000,75,45.0,0.24
2023-12-01,Florida,BYD,Electric,Sedan,5994,45000-55000,60,35.0,0.12
2023-12-01,Florida,Nissan,Electric,Hatchback,4067,35000-45000,40,25.0,0.08
2023-12-01,Florida,Ford,Electric,Truck,2997,55000-65000,98,40.0,0.06
2023-12-01,Florida,Hyundai,Electric,SUV,2569,40000-50000,64,30.0,0.05
2023-12-01,Florida,Volkswagen,Electric,SUV,2140,45000-55000,77,35.0,0.04
2023-12-01,Florida,Kia,Electric,SUV,1926,38000-48000,64,30.0,0.04
2023-12-01,Florida,Chevrolet,Electric,SUV,1498,40000-50000,65,30.0,0.03
2023-12-01,Florida,Audi,Electric,SUV,1284,65000-75000,95,40.0,0.03
2023-12-01,Florida,Mercedes,Electric,Sedan,1070,75000-85000,90,35.0,0.02
2023-12-01,Washington,Tesla,Electric,SUV,7279,85000-95000,100,60.0,0.26
2023-12-01,Washington,BYD,Electric,Sedan,3639,45000-55000,60,35.0,0.13
2023-12-01,Washington,Nissan,Electric,Hatchback,2355,35000-45000,40,25.0,0.08
2023-12-01,Washington,Hyundai,Electric,SUV,1926,40000-50000,64,30.0,0.07
2023-12-01,Washington,Volkswagen,Electric,SUV,1712,45000-55000,77,35.0,0.06
2023-12-01,Washington,Ford,Electric,Truck,1498,55000-65000,98,40.0,0.05
2023-12-01,Washington,Kia,Electric,SUV,1284,38000-48000,64,30.0,0.05
2023-12-01,Washington,Audi,Electric,SUV,1070,65000-75000,95,40.0,0.04
2023-12-01,Washington,Chevrolet,Electric,SUV,856,40000-50000,65,30.0,0.03
2023-12-01,Washington,Rivian,Electric,Truck,642,70000-80000,135,50.0,0.02
2023-12-01,Washington,Mercedes,Electric,Sedan,428,75000-85000,90,35.0,0.02
2023-12-01,Arizona,Tesla,Electric,Sedan,5994,75000-85000,75,45.0,0.25
2023-12-01,Arizona,BYD,Electric,Sedan,2997,45000-55000,60,35.0,0.12
2023-12-01,Arizona,Nissan,Electric,Hatchback,1926,35000-45000,40,25.0,0.08
2023-12-01,Arizona,Hyundai,Electric,SUV,1498,40000-50000,64,30.0,0.06
2023-12-01,Arizona,Ford,Electric,Truck,1284,55000-65000,98,40.0,0.05
2023-12-01,Arizona,Volkswagen,Electric,SUV,1070,45000-55000,77,35.0,0.04
2023-12-01,Arizona,Kia,Electric,SUV,856,38000-48000,64,30.0,0.04
2023-12-01,Arizona,Chevrolet,Electric,SUV,642,40000-50000,65,30.0,0.03
2023-12-01,Arizona,Audi,Electric,SUV,428,65000-75000,95,40.0,0.02
2023-12-01,Arizona,Rivian,Electric,Truck,428,70000-80000,135,50.0,0.02
2023-12-01,Arizona,Mercedes,Electric,Sedan,214,75000-85000,90,35.0,0.01
